ID;INVOICENO;DATE_;CUSTOMERID;NAMESURNAME;CUSTOMERGENDER;CUSTOMERBIRTHDATE;ITEMCODE;ITEMNAME;UNITPRICE;BRAND;CATEGORY1;CATEGORY2;CATEGORY3;AMOUNT;PRICE;TOTALPRICE;REGION;CITY;TOWN;DISTRICT;ADDRESSTEXT;BARCODEDATE;INVOICEDATE
813;25012022-000183;2022-01-25 08:49:49.200;318;Hatice kübra Salihoğlu;K;1964-08-02;000398;BULAŞIK SIVISI 750GR;31,6;MARKA-169;DETERJAN TEMİZLİK;BULAŞIK YIKAMA;ELDE YIKAMA;3;52,51;157,53;Marmara;İstanbul;SANCAKTEPE;EYÜP SULTAN MAH.;EYÜP SULTAN MAH.KARDELEN SOKAK NO:141 119341 SANCAKTEPE/İSTANBUL;2022-01-25 08:50:11.817;2022-01-25 08:51:00.253
814;25012022-000183;2022-01-25 08:49:49.200;318;Hatice kübra Salihoğlu;K;1964-08-02;001264;BEBE BİSKÜVİSİ 900 GR;39,92;MARKA-102;BEBEK;HAZIR YEMEK MAMA;BEBEK BİSKÜVİLERİ;2;33,62;67,24;Marmara;İstanbul;SANCAKTEPE;EYÜP SULTAN MAH.;EYÜP SULTAN MAH.KARDELEN SOKAK NO:141 119341 SANCAKTEPE/İSTANBUL;2022-01-25 08:50:17.617;2022-01-25 08:51:00.253
815;25012022-000183;2022-01-25 08:49:49.200;318;Hatice kübra Salihoğlu;K;1964-08-02;001318;DÖNER 300 GR.;79,2;MARKA-120;ET TAVUK;KIRMIZI ET;DANA;3;73,36;220,08;Marmara;İstanbul;SANCAKTEPE;EYÜP SULTAN MAH.;EYÜP SULTAN MAH.KARDELEN SOKAK NO:141 119341 SANCAKTEPE/İSTANBUL;2022-01-25 08:50:24.133;2022-01-25 08:51:00.253
816;25012022-000183;2022-01-25 08:49:49.200;318;Hatice kübra Salihoğlu;K;1964-08-02;000227;BUZDOLABI POŞETİ 24*38;7,6;MARKA-52;EV;MUTFAK EŞYA GEREÇLERİ;ÜRÜN SAKLAMA;1;9,44;9,44;Marmara;İstanbul;SANCAKTEPE;EYÜP SULTAN MAH.;EYÜP SULTAN MAH.KARDELEN SOKAK NO:141 119341 SANCAKTEPE/İSTANBUL;2022-01-25 08:50:28.817;2022-01-25 08:51:00.253
817;25012022-000183;2022-01-25 08:49:49.200;318;Hatice kübra Salihoğlu;K;1964-08-02;001063;KULPLU BARDAK 250 CC;87,6;MARKA-218;BEBEK;BEBEK BAKIM;BEBEK BAKIM MALZEMELERİ;2;100,54;201,08;Marmara;İstanbul;SANCAKTEPE;EYÜP SULTAN MAH.;EYÜP SULTAN MAH.KARDELEN SOKAK NO:141 119341 SANCAKTEPE/İSTANBUL;2022-01-25 08:50:39.473;2022-01-25 08:51:00.253
818;25012022-000183;2022-01-25 08:49:49.200;318;Hatice kübra Salihoğlu;K;1964-08-02;000033;DOMATES SALÇASI 830 GR;26,8;MARKA-197;GIDA;HAZIR YEMEKLER;SALÇA;2;22,59;45,18;Marmara;İstanbul;SANCAKTEPE;EYÜP SULTAN MAH.;EYÜP SULTAN MAH.KARDELEN SOKAK NO:141 119341 SANCAKTEPE/İSTANBUL;2022-01-25 08:50:52.247;2022-01-25 08:51:00.253
819;06082022-000184;2022-08-06 08:52:46.177;4281;"Masal Adem ";K;1994-07-21;000999;2400 GR GÜL;111,2;MARKA-164;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;SIVI JEL DETERJAN;2;127,33;254,66;Ege;Balıkesir;BANDIRMA;SUNULLAH MAH.;SUNULLAH MAH.12. SOKAK NO:368 126286 BANDIRMA/BALIKESİR;2022-08-06 08:53:02.427;2022-08-06 08:54:25.387
820;06082022-000184;2022-08-06 08:52:46.177;4281;"Masal Adem ";K;1994-07-21;001026;KİLİTLİ POŞET 15 ADET;22,8;MARKA-128;EV;MUTFAK EŞYA GEREÇLERİ;MUTFAK SARF MALZEMESİ;1;27,26;27,26;Ege;Balıkesir;BANDIRMA;SUNULLAH MAH.;SUNULLAH MAH.12. SOKAK NO:368 126286 BANDIRMA/BALIKESİR;2022-08-06 08:53:16.243;2022-08-06 08:54:25.387
821;06082022-000184;2022-08-06 08:52:46.177;4281;"Masal Adem ";K;1994-07-21;000141;KETÇAP 420 GR PWC TATLI;26;MARKA-210;GIDA;HAZIR YEMEKLER;KETÇAP MAYONEZ;4;29,69;118,76;Ege;Balıkesir;BANDIRMA;SUNULLAH MAH.;SUNULLAH MAH.12. SOKAK NO:368 126286 BANDIRMA/BALIKESİR;2022-08-06 08:53:27.790;2022-08-06 08:54:25.387
822;06082022-000184;2022-08-06 08:52:46.177;4281;"Masal Adem ";K;1994-07-21;000865;GALETA 200 GR.KEPEKLİ;26,8;MARKA-211;GIDA;UNLU MAMÜLLER;KURABİYE GALETE GRİSİNİ;4;29,07;116,28;Ege;Balıkesir;BANDIRMA;SUNULLAH MAH.;SUNULLAH MAH.12. SOKAK NO:368 126286 BANDIRMA/BALIKESİR;2022-08-06 08:53:35.983;2022-08-06 08:54:25.387
823;06082022-000184;2022-08-06 08:52:46.177;4281;"Masal Adem ";K;1994-07-21;001216;TOZ İÇECEK 170 GR ELMA;20;MARKA-99;İÇECEK;GAZSIZ İÇECEK;TOZ İÇECEK;4;17,06;68,24;Ege;Balıkesir;BANDIRMA;SUNULLAH MAH.;SUNULLAH MAH.12. SOKAK NO:368 126286 BANDIRMA/BALIKESİR;2022-08-06 08:53:41.573;2022-08-06 08:54:25.387
824;06082022-000184;2022-08-06 08:52:46.177;4281;"Masal Adem ";K;1994-07-21;001241;CLASSIC COFFEE 100 GR PAKET;30;MARKA-10;İÇECEK;ÇAY KAHVE;SÜTTOZU KREMA;3;35,3;105,9;Ege;Balıkesir;BANDIRMA;SUNULLAH MAH.;SUNULLAH MAH.12. SOKAK NO:368 126286 BANDIRMA/BALIKESİR;2022-08-06 08:53:56.213;2022-08-06 08:54:25.387
825;06082022-000184;2022-08-06 08:52:46.177;4281;"Masal Adem ";K;1994-07-21;000182;VANILIN 10+2;12;MARKA-210;GIDA;UNLU MAMÜLLER;PASTA MALZEMELERİ;3;17,73;53,19;Ege;Balıkesir;BANDIRMA;SUNULLAH MAH.;SUNULLAH MAH.12. SOKAK NO:368 126286 BANDIRMA/BALIKESİR;2022-08-06 08:54:01.407;2022-08-06 08:54:25.387
826;03062022-000185;2022-06-03 08:49:09.227;8339;"Gülhan Ocak ";K;1966-05-10;001186;TÜL 500 GR.BEYAZLATICI VE PARLATICI;52;MARKA-33;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR KATKILARI;1;33,78;33,78;Marmara;İstanbul;ÜSKÜDAR;ÇENGELKÖY MAH.;ÇENGELKÖY MAH.DEFTERDAROĞLU 2 SOKAK NO:518 96316 ÜSKÜDAR/İSTANBUL;2022-06-03 08:49:22.917;2022-06-03 08:50:27.827
827;03062022-000185;2022-06-03 08:49:09.227;8339;"Gülhan Ocak ";K;1966-05-10;000469;DONDURMA FRAMBUAZ;18;MARKA-09;SÜT KAHVALTILIK;SÜTLÜ TATLILAR DONDURMA;DONDURMALAR;2;13,15;26,3;Marmara;İstanbul;ÜSKÜDAR;ÇENGELKÖY MAH.;ÇENGELKÖY MAH.DEFTERDAROĞLU 2 SOKAK NO:518 96316 ÜSKÜDAR/İSTANBUL;2022-06-03 08:49:30.390;2022-06-03 08:50:27.827
828;03062022-000185;2022-06-03 08:49:09.227;8339;"Gülhan Ocak ";K;1966-05-10;000036;BAMYA KONS.1\1 TOMBUL;49,2;MARKA-200;GIDA;HAZIR YEMEKLER;KONSERVE;2;54,89;109,78;Marmara;İstanbul;ÜSKÜDAR;ÇENGELKÖY MAH.;ÇENGELKÖY MAH.DEFTERDAROĞLU 2 SOKAK NO:518 96316 ÜSKÜDAR/İSTANBUL;2022-06-03 08:49:33.823;2022-06-03 08:50:27.827
829;03062022-000185;2022-06-03 08:49:09.227;8339;"Gülhan Ocak ";K;1966-05-10;000438;ULTRA 810ML.OKALİPTÜS;23,6;MARKA-68;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR SULARI;3;19,77;59,31;Marmara;İstanbul;ÜSKÜDAR;ÇENGELKÖY MAH.;ÇENGELKÖY MAH.DEFTERDAROĞLU 2 SOKAK NO:518 96316 ÜSKÜDAR/İSTANBUL;2022-06-03 08:49:45.267;2022-06-03 08:50:27.827
830;03062022-000185;2022-06-03 08:49:09.227;8339;"Gülhan Ocak ";K;1966-05-10;001313;TATLI ÇATALI 6'LI;58;MARKA-154;EV;MUTFAK EŞYA GEREÇLERİ;SERVİS MALZEMELERİ;4;60,66;242,64;Marmara;İstanbul;ÜSKÜDAR;ÇENGELKÖY MAH.;ÇENGELKÖY MAH.DEFTERDAROĞLU 2 SOKAK NO:518 96316 ÜSKÜDAR/İSTANBUL;2022-06-03 08:49:54.203;2022-06-03 08:50:27.827
831;03062022-000185;2022-06-03 08:49:09.227;8339;"Gülhan Ocak ";K;1966-05-10;000977;İNCE ÇORAP ISİŞ 15 DEN. FİT DİZALTI VİZON;19,2;MARKA-179;EV;İÇ GİYİM AKSESUAR;BAYAN İNCE ÇORAP;3;23,86;71,58;Marmara;İstanbul;ÜSKÜDAR;ÇENGELKÖY MAH.;ÇENGELKÖY MAH.DEFTERDAROĞLU 2 SOKAK NO:518 96316 ÜSKÜDAR/İSTANBUL;2022-06-03 08:50:04.017;2022-06-03 08:50:27.827
832;03062022-000185;2022-06-03 08:49:09.227;8339;"Gülhan Ocak ";K;1966-05-10;000589;KİREÇ ÇÖZÜCÜ 900 ML;27,6;MARKA-48;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR SULARI;4;33,37;133,48;Marmara;İstanbul;ÜSKÜDAR;ÇENGELKÖY MAH.;ÇENGELKÖY MAH.DEFTERDAROĞLU 2 SOKAK NO:518 96316 ÜSKÜDAR/İSTANBUL;2022-06-03 08:50:10.133;2022-06-03 08:50:27.827
833;23012022-000186;2022-01-23 08:51:16.207;9420;Simge Oruçoğlu;K;1957-03-04;000613;KIRILMA KARŞITI 200 MLSAÇ BAKIM KREMİ;110;MARKA-78;KOZMETİK;SAÇ BAKIM;SEÇ ŞEKİLLENDİRİCİ;1;112,56;112,56;Doğu Anadolu;Malatya;MALATYA MERKEZ;ŞAHNAHAN-TEPEHAN MAH.;ŞAHNAHAN-TEPEHAN MAH.CUMHURİYET CADDESİ SOKAK NO:630 102505 MALATYA MERKEZ/MALATYA;2022-01-23 08:51:23.763;2022-01-23 08:52:45.640
834;23012022-000186;2022-01-23 08:51:16.207;9420;Simge Oruçoğlu;K;1957-03-04;000900;BALIK TEPSİ 30CM;208;MARKA-144;EV;MUTFAK EŞYA GEREÇLERİ;METAL EL ALETLERİ;2;227,7;455,4;Doğu Anadolu;Malatya;MALATYA MERKEZ;ŞAHNAHAN-TEPEHAN MAH.;ŞAHNAHAN-TEPEHAN MAH.CUMHURİYET CADDESİ SOKAK NO:630 102505 MALATYA MERKEZ/MALATYA;2022-01-23 08:51:38.777;2022-01-23 08:52:45.640
835;23012022-000186;2022-01-23 08:51:16.207;9420;Simge Oruçoğlu;K;1957-03-04;000910;KAYMAK 150 GR;51,6;MARKA-221;SÜT KAHVALTILIK;SÜTLÜ TATLILAR DONDURMA;KAYMAK;4;80,92;323,68;Doğu Anadolu;Malatya;MALATYA MERKEZ;ŞAHNAHAN-TEPEHAN MAH.;ŞAHNAHAN-TEPEHAN MAH.CUMHURİYET CADDESİ SOKAK NO:630 102505 MALATYA MERKEZ/MALATYA;2022-01-23 08:51:46.493;2022-01-23 08:52:45.640
836;23012022-000186;2022-01-23 08:51:16.207;9420;Simge Oruçoğlu;K;1957-03-04;000519;350 GR DİYABETİK;76;MARKA-178;SÜT KAHVALTILIK;KAHVALTILIK;KREM ÇİKOLATA;3;93,13;279,39;Doğu Anadolu;Malatya;MALATYA MERKEZ;ŞAHNAHAN-TEPEHAN MAH.;ŞAHNAHAN-TEPEHAN MAH.CUMHURİYET CADDESİ SOKAK NO:630 102505 MALATYA MERKEZ/MALATYA;2022-01-23 08:51:50.477;2022-01-23 08:52:45.640
837;23012022-000186;2022-01-23 08:51:16.207;9420;Simge Oruçoğlu;K;1957-03-04;000489;PUDİNG ÇİKOLATALI BADEMLİ 89 GR;12;MARKA-44;GIDA;UNLU MAMÜLLER;TOZ TATLILAR;3;15,69;47,07;Doğu Anadolu;Malatya;MALATYA MERKEZ;ŞAHNAHAN-TEPEHAN MAH.;ŞAHNAHAN-TEPEHAN MAH.CUMHURİYET CADDESİ SOKAK NO:630 102505 MALATYA MERKEZ/MALATYA;2022-01-23 08:52:05.130;2022-01-23 08:52:45.640
838;23012022-000186;2022-01-23 08:51:16.207;9420;Simge Oruçoğlu;K;1957-03-04;000031;DOMATES SALÇASI 170 GR;12;MARKA-200;GIDA;HAZIR YEMEKLER;SALÇA;1;12,28;12,28;Doğu Anadolu;Malatya;MALATYA MERKEZ;ŞAHNAHAN-TEPEHAN MAH.;ŞAHNAHAN-TEPEHAN MAH.CUMHURİYET CADDESİ SOKAK NO:630 102505 MALATYA MERKEZ/MALATYA;2022-01-23 08:52:19.787;2022-01-23 08:52:45.640
839;23012022-000186;2022-01-23 08:51:16.207;9420;Simge Oruçoğlu;K;1957-03-04;000607;SAÇ BOYASI  1,07 DERİN BRONZ SİYAH;111,6;MARKA-138;KOZMETİK;SAÇ BAKIM;SAÇ BOYALARI;4;150,21;600,84;Doğu Anadolu;Malatya;MALATYA MERKEZ;ŞAHNAHAN-TEPEHAN MAH.;ŞAHNAHAN-TEPEHAN MAH.CUMHURİYET CADDESİ SOKAK NO:630 102505 MALATYA MERKEZ/MALATYA;2022-01-23 08:52:26.553;2022-01-23 08:52:45.640
840;14122022-000187;2022-12-14 08:43:08.230;2132;"Nevzat Atıcı ";E;1979-08-02;000620;3 LU MEŞR. BARDAĞI;38;MARKA-220;EV;MUTFAK EŞYA GEREÇLERİ;CAM EL ALETLERİ;4;40,94;163,76;Akdeniz;Osmaniye;KADİRLİ;CEMALPAŞA MAH.;CEMALPAŞA MAH.1572. SOKAK NO:116 118121 KADİRLİ/OSMANİYE;2022-12-14 08:43:16.260;2022-12-14 08:43:31.970
841;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;001078;6 Lİ KÜP MUZLU 40 GR;18;MARKA-108;SÜT KAHVALTILIK;SÜT;MEYVELİ SÜT;1;20,43;20,43;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:54:10.700;2022-07-16 08:55:23.273
842;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;000826;TÜL 500 GR+PARLATICI%15 İND.;172;MARKA-130;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;HALI ŞAMPUAN;4;186,57;746,28;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:54:13.537;2022-07-16 08:55:23.273
843;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;000089;FISTIKLI MACAR SALAM;303,6;MARKA-143;ET TAVUK;ET ŞARKÜTERİ;SALAM;1;268,88;268,88;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:54:20.450;2022-07-16 08:55:23.273
844;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;000770;SAPLI PASPAS;58;MARKA-22;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;FIRÇA SÜPÜRGE;3;72,55;217,65;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:54:33.293;2022-07-16 08:55:23.273
845;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;001175;ACISSO 50 ML;38;MARKA-125;GIDA;TUZ BAHARAT;HARÇ;3;29,15;87,45;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:54:45.520;2022-07-16 08:55:23.273
846;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;001328;TOZ SABUN 500GR.LAVANTA;58;MARKA-101;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;TOZ SABUNLAR;3;49,85;149,55;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:54:52.767;2022-07-16 08:55:23.273
847;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;000563;SAKIZ MUZ  27 GR;15,2;MARKA-92;GIDA;SAKIZ SEKERLEME;SAKIZ;4;18,49;73,96;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:54:53.983;2022-07-16 08:55:23.273
848;16072022-000188;2022-07-16 08:53:50.273;1731;Saniye Atakol;K;1969-04-03;001356;ASETON 220 ML MAVİ;22;MARKA-30;KOZMETİK;MAKYAJ MALZEMELERİ;ASETON;2;22,81;45,62;Marmara;Tekirdağ;ÇORLU;NUSRATİYE MAH.;NUSRATİYE MAH.MAVİLİ BAHÇE 3. SOKAK NO:785 110934 ÇORLU/TEKİRDAĞ;2022-07-16 08:55:03.437;2022-07-16 08:55:23.273
849;27082022-000189;2022-08-27 08:48:42.300;9500;Yusuf Güneri;E;1962-01-03;001077;KAŞAR PEYNİRİ 200GR;40;MARKA-108;SÜT KAHVALTILIK;PEYNİR;KAŞAR PEYNİRİ;3;37,76;113,28;Marmara;İstanbul;KADIKÖY;GÖZTEPE MAH.;GÖZTEPE MAH.ATILAY SOKAK NO:746 96009 KADIKÖY/İSTANBUL;2022-08-27 08:48:51.980;2022-08-27 08:49:19.067
850;27082022-000189;2022-08-27 08:48:42.300;9500;Yusuf Güneri;E;1962-01-03;000109;TRAŞ ALETİ SENSITIVE 4 LU;215,2;MARKA-96;KOZMETİK;TRAŞ MALZEMELERİ;TRAŞ ALETLERİ;1;295,01;295,01;Marmara;İstanbul;KADIKÖY;GÖZTEPE MAH.;GÖZTEPE MAH.ATILAY SOKAK NO:746 96009 KADIKÖY/İSTANBUL;2022-08-27 08:48:53.633;2022-08-27 08:49:19.067
851;27082022-000189;2022-08-27 08:48:42.300;9500;Yusuf Güneri;E;1962-01-03;000027;KEK H.CEVİZLİ 48GR;4;MARKA-210;GIDA;BÜSKİVİ ÇEREZ;KEK;1;4,35;4,35;Marmara;İstanbul;KADIKÖY;GÖZTEPE MAH.;GÖZTEPE MAH.ATILAY SOKAK NO:746 96009 KADIKÖY/İSTANBUL;2022-08-27 08:48:57.100;2022-08-27 08:49:19.067
852;27082022-000189;2022-08-27 08:48:42.300;9500;Yusuf Güneri;E;1962-01-03;000780;TRAŞ SONRASI 75ML COOL;44;MARKA-15;KOZMETİK;TRAŞ MALZEMELERİ;TRAŞ SONRASI ÜRÜNLER;3;70,4;211,2;Marmara;İstanbul;KADIKÖY;GÖZTEPE MAH.;GÖZTEPE MAH.ATILAY SOKAK NO:746 96009 KADIKÖY/İSTANBUL;2022-08-27 08:49:00.853;2022-08-27 08:49:19.067
853;27082022-000189;2022-08-27 08:48:42.300;9500;Yusuf Güneri;E;1962-01-03;001105;SALGAM SUYU 1000ML;15,6;MARKA-66;İÇECEK;GAZSIZ İÇECEK;ŞALGAM SUYU;4;16,15;64,6;Marmara;İstanbul;KADIKÖY;GÖZTEPE MAH.;GÖZTEPE MAH.ATILAY SOKAK NO:746 96009 KADIKÖY/İSTANBUL;2022-08-27 08:49:06.877;2022-08-27 08:49:19.067
854;24062022-000190;2022-06-24 08:45:44.350;1741;Aysun Arıkan;K;1961-05-18;001247;NOHUT BEYAZ;39,2;MARKA-19;GIDA;BAKLİYAT-MAKARNA;AÇIK BAKLİYAT;2;63,74;127,48;Ege;Afyonkarahisar;ÇAY;KOÇBEYLİ-GÖÇMEZLER MAH.;KOÇBEYLİ-GÖÇMEZLER MAH.DAR SOKAK NO:219 79459 ÇAY/AFYONKARAHİSAR;2022-06-24 08:46:03.127;2022-06-24 08:46:32.913
855;24062022-000190;2022-06-24 08:45:44.350;1741;Aysun Arıkan;K;1961-05-18;000371;TON BALIK 3*80GR EKO PAKET LIGHT;79,6;MARKA-167;GIDA;HAZIR YEMEKLER;TON BALIĞI;1;95,69;95,69;Ege;Afyonkarahisar;ÇAY;KOÇBEYLİ-GÖÇMEZLER MAH.;KOÇBEYLİ-GÖÇMEZLER MAH.DAR SOKAK NO:219 79459 ÇAY/AFYONKARAHİSAR;2022-06-24 08:46:10.733;2022-06-24 08:46:32.913
856;24062022-000190;2022-06-24 08:45:44.350;1741;Aysun Arıkan;K;1961-05-18;000781;TRAŞ SONRASI 75ML ACTIVE;44;MARKA-15;KOZMETİK;TRAŞ MALZEMELERİ;TRAŞ SONRASI ÜRÜNLER;4;42,94;171,76;Ege;Afyonkarahisar;ÇAY;KOÇBEYLİ-GÖÇMEZLER MAH.;KOÇBEYLİ-GÖÇMEZLER MAH.DAR SOKAK NO:219 79459 ÇAY/AFYONKARAHİSAR;2022-06-24 08:46:23.833;2022-06-24 08:46:32.913
857;23062022-000191;2022-06-23 08:45:55.357;5914;Emirhan Selek;E;1996-01-23;000486;FIRINDA TAVUK ÇEŞNİSİ 34 GR ACILI BAHARATLI;17,6;MARKA-125;GIDA;TUZ BAHARAT;HARÇ;3;20,62;61,86;İç Anadolu;Ankara;YENİMAHALLE;UĞUR MUMCU MAH.;UĞUR MUMCU MAH.1596. SOKAK NO:487 81293 YENİMAHALLE/ANKARA;2022-06-23 08:46:10.620;2022-06-23 08:46:37.347
858;23062022-000191;2022-06-23 08:45:55.357;5914;Emirhan Selek;E;1996-01-23;000247;KAHVE GOLD 200GR ALANA SÜTTOZU 200GR HEDİYE;166;MARKA-147;İÇECEK;ÇAY KAHVE;KAHVE;4;277,25;1109;İç Anadolu;Ankara;YENİMAHALLE;UĞUR MUMCU MAH.;UĞUR MUMCU MAH.1596. SOKAK NO:487 81293 YENİMAHALLE/ANKARA;2022-06-23 08:46:14.940;2022-06-23 08:46:37.347
859;23062022-000191;2022-06-23 08:45:55.357;5914;Emirhan Selek;E;1996-01-23;001279;LEKE ÇIKARICI SPREY 750 ML.;46,8;MARKA-68;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;LEKE ÇIKARICI;3;41,56;124,68;İç Anadolu;Ankara;YENİMAHALLE;UĞUR MUMCU MAH.;UĞUR MUMCU MAH.1596. SOKAK NO:487 81293 YENİMAHALLE/ANKARA;2022-06-23 08:46:17.697;2022-06-23 08:46:37.347
860;15082022-000192;2022-08-15 08:51:11.357;7352;Ömer Asaf Okyay;E;1992-12-11;001165;SÜTLÜ TAM TAHILLI KUŞ ÜZÜMLÜ 250 ML;73,2;MARKA-11;BEBEK;HAZIR YEMEK MAMA;BİBERON MAMALARI;4;63,39;253,56;İç Anadolu;Yozgat;BOĞAZLIYAN;ÇARŞI MAH.;ÇARŞI MAH.BAYIR SOKAK NO:100 114496 BOĞAZLIYAN/YOZGAT;2022-08-15 08:51:28.473;2022-08-15 08:52:34.767
861;15082022-000192;2022-08-15 08:51:11.357;7352;Ömer Asaf Okyay;E;1992-12-11;001354;YEMEKLİK KANOLA YAĞI 2 LT;63,2;MARKA-79;GIDA;SIVI YAĞLAR;KANOLA;3;84,52;253,56;İç Anadolu;Yozgat;BOĞAZLIYAN;ÇARŞI MAH.;ÇARŞI MAH.BAYIR SOKAK NO:100 114496 BOĞAZLIYAN/YOZGAT;2022-08-15 08:51:32.813;2022-08-15 08:52:34.767
862;15082022-000192;2022-08-15 08:51:11.357;7352;Ömer Asaf Okyay;E;1992-12-11;000429;350ML ŞAMPUAN ARINDIRICI;39,6;MARKA-77;KOZMETİK;SAÇ BAKIM;ŞAMPUANLAR;2;37,97;75,94;İç Anadolu;Yozgat;BOĞAZLIYAN;ÇARŞI MAH.;ÇARŞI MAH.BAYIR SOKAK NO:100 114496 BOĞAZLIYAN/YOZGAT;2022-08-15 08:51:37.007;2022-08-15 08:52:34.767
863;15082022-000192;2022-08-15 08:51:11.357;7352;Ömer Asaf Okyay;E;1992-12-11;001069;KREM 770 GR;58;MARKA-210;SÜT KAHVALTILIK;KAHVALTILIK;KREM ÇİKOLATA;3;76,63;229,89;İç Anadolu;Yozgat;BOĞAZLIYAN;ÇARŞI MAH.;ÇARŞI MAH.BAYIR SOKAK NO:100 114496 BOĞAZLIYAN/YOZGAT;2022-08-15 08:51:50.923;2022-08-15 08:52:34.767
864;15082022-000192;2022-08-15 08:51:11.357;7352;Ömer Asaf Okyay;E;1992-12-11;001030;KUZU DANA KIYMALIK;191,2;MARKA-120;ET TAVUK;KIRMIZI ET;DANA;2;215,07;430,14;İç Anadolu;Yozgat;BOĞAZLIYAN;ÇARŞI MAH.;ÇARŞI MAH.BAYIR SOKAK NO:100 114496 BOĞAZLIYAN/YOZGAT;2022-08-15 08:52:00.257;2022-08-15 08:52:34.767
865;15082022-000192;2022-08-15 08:51:11.357;7352;Ömer Asaf Okyay;E;1992-12-11;000137;M.SUYU 200 GR KARIŞIK;6;MARKA-210;İÇECEK;GAZSIZ İÇECEK;MEYVE SUYU;2;5,35;10,7;İç Anadolu;Yozgat;BOĞAZLIYAN;ÇARŞI MAH.;ÇARŞI MAH.BAYIR SOKAK NO:100 114496 BOĞAZLIYAN/YOZGAT;2022-08-15 08:52:11.607;2022-08-15 08:52:34.767
866;03052022-000193;2022-05-03 08:44:06.403;9338;Selçuk Çolak;E;1975-01-05;001365;ENERJİ İÇECEĞİ 250 ML.;23,6;MARKA-174;İÇECEK;GAZLI İÇECEK;ENERJİ İÇECEK;1;21,08;21,08;İç Anadolu;Konya;GÜNEYSINIR;GÜNEYBAĞ MAH.;GÜNEYBAĞ MAH.23. SOKAK NO:429 101170 GÜNEYSINIR/KONYA;2022-05-03 08:44:20.850;2022-05-03 08:44:32.140
867;29092022-000194;2022-09-29 08:42:25.423;1524;Sümeyye Soner;K;1968-02-29;000915;PARLATICI SÜNGER 1AD.;10,8;MARKA-192;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;AYAKKABI BAKIM;3;12,43;37,29;Doğu Anadolu;Hakkari;YÜKSEKOVA;CUMHURİYET MAH.;CUMHURİYET MAH.715. SOKAK NO:338 94045 YÜKSEKOVA/HAKKARİ;2022-09-29 08:42:44.093;2022-09-29 08:43:19.077
868;29092022-000194;2022-09-29 08:42:25.423;1524;Sümeyye Soner;K;1968-02-29;000079;SOĞUK ÇAY ŞEFTALİ  1 LT;15,6;MARKA-55;İÇECEK;GAZSIZ İÇECEK;BUZLU İÇECEK;2;23,34;46,68;Doğu Anadolu;Hakkari;YÜKSEKOVA;CUMHURİYET MAH.;CUMHURİYET MAH.715. SOKAK NO:338 94045 YÜKSEKOVA/HAKKARİ;2022-09-29 08:42:58.150;2022-09-29 08:43:19.077
