ID;USERNAME_;PASSWORD_;NAME_;SURNAME;EMAIL;GENDER;BIRTHDATE;TELNR1;TELNR2;CITY;TOWN;DISTRICT;ADDRESSTEXT
792;R_TASTAN;001A9FC94604473C9EC187CDD49BCBB7;Rıza;Taştan;R_TASTAN@turkcellgy.com;E;1954-07-25;(532) 2174234;(530) 2011588;ANKARA;ŞEREFLİKOÇHİSAR;EMEK MAH.;EMEK MAH.ÜZÜM SOKAK NO:769 81987 ŞEREFLİKOÇHİSAR/ANKARA
793;G_TUNAHAN;2C40120E15EA442F98996D2D2B16D829;Gözde;Tunahan;G_TUNAHAN@turkcellgy.com;K;1957-02-13;(536) 1803803;(537) 1980981;İSTANBUL;BAYRAMPAŞA;ORTAMAHALLE MAH.;ORTAMAHALLE MAH.TUNÇ SOKAK NO:455 95695 BAYRAMPAŞA/İSTANBUL
794;S_ADIN;7013A97D75C84CDE8A9BED368A194002;Safiye;Adin;S_ADIN@turkcellgy.com;K;1950-05-08;(531) 1152082;(531) 1680664;ADANA;ÇUKUROVA;BELEDİYE EVLERİ MAH.;BELEDİYE EVLERİ MAH.84228. SOKAK NO:202 118920 ÇUKUROVA/ADANA
795;"O_BILGE ";F09B1B8CAAB344EC928CDC832A5FFDA2;Ömer;Bilge;O_BILGE @turkcellgy.com;E;1997-06-10;(531) 1130392;(536) 1350026;İZMİR;DİKİLİ;SALİHLER KÖYÜ;SALİHLER KÖYÜ MAH.TÖYKO-37 SOKAK NO:661 96977 DİKİLİ/İZMİR
796;"G_AKAR ";884A4708B522427588CF7258457D2869;Gönül;Akar;G_AKAR @turkcellgy.com;K;1985-04-18;(535) 1719890;(530) 2281414;MALATYA;AKÇADAĞ;KEPEZ B.M KÖYÜ;KEPEZ B.M KÖYÜ MAH.NEBOLAR MEVKİ SOKAK NO:119 77768 AKÇADAĞ/MALATYA
797;N_ADIVAR;5D1DC6651E50487393768C8ABE2E0306;Neriman;Adıvar;N_ADIVAR@turkcellgy.com;K;1954-02-13;(534) 2086151;(535) 1514483;ADIYAMAN;ADIYAMAN MERKEZ;ATAKENT-VALİ HALİL IŞIK MAH.;ATAKENT-VALİ HALİL IŞIK MAH.ÇINAR CADDESİ SOKAK NO:297 71466 ADIYAMAN MERKEZ/ADIYAMAN
798;U_ATAKAN;59923BA1F81841BDAE88D50A358D3905;Umut;Atakan;U_ATAKAN@turkcellgy.com;E;1966-08-13;(532) 1932516;(537) 2108541;SAMSUN;İLKADIM;DEREBAHÇE MAH.;DEREBAHÇE MAH.AKÇAABAT SOKAK NO:311 119808 İLKADIM/SAMSUN
799;"B_AYTAC ";7272D458EEBF44DCA595AC700471104B;Beren;Aytaç;B_AYTAC @turkcellgy.com;K;1986-11-02;(532) 2268202;(533) 1156462;SİİRT;SİİRT MERKEZ;KOOPERATİF MAH.;KOOPERATİF MAH.1708. SOKAK NO:775 109239 SİİRT MERKEZ/SİİRT
800;N_POCAN;C94A0CF4572D4EAA9F9644A55ECEC4BA;Nurgül;Poçan;N_POCAN@turkcellgy.com;K;1966-02-02;(536) 2333348;(535) 1253741;TEKİRDAĞ;TEKİRDAĞ MERKEZ;BARBAROS-CUMHURİYET MAH.;BARBAROS-CUMHURİYET MAH.HIZIR SOKAK NO:669 72283 TEKİRDAĞ MERKEZ/TEKİRDAĞ
801;N_SOZER;894BA1ADB9204FC190465B7389232DF1;Nuran;Sözer;N_SOZER@turkcellgy.com;K;1981-01-23;(533) 1643235;(537) 1514384;BALIKESİR;EDREMİT/BALIKESİR;ALTINOLUK-ŞAHİNDERE MAH.;ALTINOLUK-ŞAHİNDERE MAH.LİSE 3.1.ARALIK SOKAK NO:500 71858 EDREMİT/BALIKESİR/BALIKESİR
802;A_KARSLI;9C2188F788AB4073983F0A7BB62B06E4;Azad;Karslı;A_KARSLI@turkcellgy.com;E;1962-05-04;(537) 1173810;(532) 1211919;İZMİR;ÇEŞME;ÇİFTLİK MAH.;ÇİFTLİK MAH.43. SOKAK NO:703 96951 ÇEŞME/İZMİR
803;B_TUGLU;5ACD79F886DE409DB8A0B64017086810;Beyzanur;Tuğlu;B_TUGLU@turkcellgy.com;K;1972-08-21;(535) 1260566;(533) 1558793;KONYA;SELÇUKLU;MUSALLA BAĞLARI MAH.;MUSALLA BAĞLARI MAH.İNCİKÖY SOKAK NO:528 100665 SELÇUKLU/KONYA
804;Y_AYDEMIR;719126214C0349D58F5DCF64A4F62A66;Yağmur;Aydemir;Y_AYDEMIR@turkcellgy.com;K;1995-07-18;(533) 2108531;(537) 1856716;KOCAELİ;KARAMÜRSEL;GAZANFER BİLGE MAH.;GAZANFER BİLGE MAH.AHMET TAŞÇI SOKAK NO:875 100321 KARAMÜRSEL/KOCAELİ
805;"E_GULHAN ";742DCDCD77814D8C8A7D1B63E0D6E80B;Emel;Gülhan;E_GULHAN @turkcellgy.com;K;1951-02-10;(537) 1871731;(536) 1384870;MERSİN;MEZİTLİ;FINDIKPINARI-BEŞKOZ MAH.;FINDIKPINARI-BEŞKOZ MAH.136. SOKAK NO:98 95080 MEZİTLİ/MERSİN
806;K_AYHAN;B65F3721EDAB436EAC61B76E2EFC1B7C;Kumsal;Ayhan;K_AYHAN@turkcellgy.com;K;1955-02-28;(536) 1130742;(533) 1855119;KARAMAN;KARAMAN MERKEZ;MANSURDEDE MAH.;MANSURDEDE MAH.86. SOKAK NO:509 115837 KARAMAN MERKEZ/KARAMAN
807;M_OLGUN;EBDC57F8C8814C629860F8549F1B1032;Musa;Olgun;M_OLGUN@turkcellgy.com;E;1958-11-01;(536) 1299864;(534) 1702105;AFYONKARAHİSAR;AFYONKARAHİSAR MERKEZ;EŞREFPAŞA MAH.;EŞREFPAŞA MAH.167. SOKAK NO:202 79135 AFYONKARAHİSAR MERKEZ/AFYONKARAHİSAR
808;E_SABUNCU;0506B4561160416EB8F039CD6E06B6A2;Engin;Sabuncu;E_SABUNCU@turkcellgy.com;E;1997-08-21;(535) 1614655;(537) 1661341;ADANA;SARIÇAM;İSTİKLAL MAH.;İSTİKLAL MAH.3816. SOKAK NO:10 118918 SARIÇAM/ADANA
809;"M_OZGUR ";DCC1205907ED44B3AE47001426F19E88;Miray;Özgür;M_OZGUR @turkcellgy.com;K;1956-01-21;(530) 1977952;(537) 1358777;MERSİN;TOROSLAR;MUSTAFA KEMAL MAH.;MUSTAFA KEMAL MAH.98031. SOKAK NO:129 119716 TOROSLAR/MERSİN
810;P_TEVS;570683B3384E488AB926DCE1CF50A979;Polat;Tevs;P_TEVS@turkcellgy.com;E;1996-03-04;(530) 1427268;(533) 1120311;HATAY;HASSA;ARDIÇLI-FATİH MAH.;ARDIÇLI-FATİH MAH.ALİ EMİN HOCA EFENDİ CADDESİ SOKAK NO:534 94285 HASSA/HATAY
811;"S_DAVULCU ";6A8CACCC00A549F7AAD39BDFDD212EE4;Suna;Davulcu;S_DAVULCU @turkcellgy.com;K;1972-08-04;(536) 2073065;(531) 1624747;ANTALYA;DEMRE;KÜÇÜKKUM MAH.;KÜÇÜKKUM MAH.ÇAYBAŞI 3 SOKAK NO:162 82420 DEMRE/ANTALYA
812;S_ERTEPINAR;2E3BEAF775BD459BA124A8A52B76D17B;Semra;Ertepınar;S_ERTEPINAR@turkcellgy.com;K;1953-05-29;(530) 2312392;(537) 1804656;MALATYA;PÜTÜRGE;BAKIMLI KÖYÜ;BAKIMLI KÖYÜ MAH.KARATAŞ MEVKİ SOKAK NO:630 102886 PÜTÜRGE/MALATYA
813;S_KARABULUT;6122421D880B4F5DBEACE26962EBFCA4;Simge;Karabulut;S_KARABULUT@turkcellgy.com;K;1972-11-19;(537) 1549487;(533) 1907061;KONYA;MERAM;KUMRALI KÖYÜ;KUMRALI KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:573 75633 MERAM/KONYA
814;N_BAYDAR;1651AC133BD649ABB2E3800058A73CFC;Naz;Baydar;N_BAYDAR@turkcellgy.com;K;1999-07-06;(533) 1996661;(534) 1450061;SAMSUN;BAFRA;LENGERLİ KÖYÜ;LENGERLİ KÖYÜ MAH.ALAÇAMLILAR MEVKİ SOKAK NO:671 108482 BAFRA/SAMSUN
815;B_AYTEK;EF919868B2C747E09E0EB12083D1D5F6;Burak;Aytek;B_AYTEK@turkcellgy.com;E;1964-11-26;(533) 1320132;(533) 1666492;ANKARA;YENİMAHALLE;UĞUR MUMCU MAH.;UĞUR MUMCU MAH.1610. SOKAK NO:246 81293 YENİMAHALLE/ANKARA
816;"A_KAVAK ";EE75E9EFF4794D29B72569F5384E27CF;Aras;Kavak;A_KAVAK @turkcellgy.com;E;1981-05-25;(536) 1537177;(531) 1597663;ANTALYA;ALANYA;KONAKLI-MERKEZ MAH.;KONAKLI-MERKEZ MAH.KANUNİ SULTAN SÜLEYMAN CADDESİ SOKAK NO:837 82197 ALANYA/ANTALYA
817;C_CETIN;CFEA2AEDB57A4E139DE29964B260939A;Ceyda;Çetin;C_CETIN@turkcellgy.com;K;1961-01-29;(534) 2190671;(535) 1687097;BALIKESİR;GÖNEN/BALIKESİR;SARIKÖY-FINDIKLI MAH.;SARIKÖY-FINDIKLI MAH.YAĞMUR SOKAK NO:452 121125 GÖNEN/BALIKESİR/BALIKESİR
818;T_PAKSUT;02A83C5B5FC74D2F81E35E7C2BA8B0EE;Tülin;Paksüt;T_PAKSUT@turkcellgy.com;K;1990-03-28;(534) 2143346;(535) 2118176;İSTANBUL;SULTANGAZİ;50.YIL MAH.;50.YIL MAH.2190. SOKAK NO:105 119356 SULTANGAZİ/İSTANBUL
819;"T_KASIKCI ";E74934F2EE2F4000AD340F5ED9F1D66D;Tarık;Kaşıkçı;T_KASIKCI @turkcellgy.com;E;1958-02-25;(535) 2262744;(534) 2023353;ÇORUM;ÇORUM MERKEZ;BAHÇELİEVLER MAH.;BAHÇELİEVLER MAH.DUMLUPINAR 40. SOKAK NO:103 87710 ÇORUM MERKEZ/ÇORUM
820;F_TURKERI;B1A64392E16C40FABED26E69DCF80064;Fatih;Türkeri;F_TURKERI@turkcellgy.com;E;1967-06-04;(534) 1987188;(535) 2334743;TRABZON;SÜRMENE;SOĞUKSU MAH.;SOĞUKSU MAH.SAHİL CADDESİ SOKAK NO:140 112456 SÜRMENE/TRABZON
821;"M_TUFEKCI ";BC9397515D4B4BAC8DFB0352176A09DA;Memet;Tüfekçi;M_TUFEKCI @turkcellgy.com;E;1953-02-14;(530) 1275385;(533) 2057766;BURSA;GEMLİK;EŞREF DİNÇER MAH.;EŞREF DİNÇER MAH.2.NOLU ARALIK KÜME EVLERİ SOKAK NO:117 86222 GEMLİK/BURSA
822;M_BARAN;E8076D3D2C834CAC9CC49C502BCE2295;Mert;Baran;M_BARAN@turkcellgy.com;E;1952-04-16;(530) 1628180;(536) 1215871;İSTANBUL;KARTAL;GÜMÜŞPINAR MAH.;GÜMÜŞPINAR MAH.ATATÜRK ÇİÇEĞİ SOKAK NO:159 96042 KARTAL/İSTANBUL
823;B_HALICI;1B6721E1E6D44ED693948BEF0289B2FA;Belinay;Halıcı;B_HALICI@turkcellgy.com;K;1985-10-06;(534) 2186008;(530) 2035646;OSMANİYE;OSMANİYE MERKEZ;MİMAR SİNAN MAH.;MİMAR SİNAN MAH.8535. SOKAK NO:342 117994 OSMANİYE MERKEZ/OSMANİYE
824;B_ULUKAN;28022CEC98CD4016BA7C15950A2822D3;Betül;Ulukan;B_ULUKAN@turkcellgy.com;K;1952-02-16;(533) 2201725;(533) 1455574;KIRKLARELİ;KOFÇAZ;YENİ MAH.;YENİ MAH.YILDIZ SOKAK NO:885 99653 KOFÇAZ/KIRKLARELİ
825;A_ADIVAR;28EE26580D7D44BA8E244E94E5C925F7;Adnan;Adıvar;A_ADIVAR@turkcellgy.com;E;1982-01-19;(533) 1692210;(534) 1641758;SAMSUN;CANİK;KAŞYAYLA KÖYÜ;KAŞYAYLA KÖYÜ MAH.KATIRCILAR MEVKİ SOKAK NO:267 108221 CANİK/SAMSUN
826;N_SIPAHIOGLU;4763AE98127049F9A5D218152DD78B50;Neriman;Sipahioğlu;N_SIPAHIOGLU@turkcellgy.com;K;1964-05-03;(533) 1276215;(535) 1375136;ADANA;KOZAN;ÇANAKLI MAH.;ÇANAKLI MAH.ÇANAKLI 70 SOKAK NO:682 78560 KOZAN/ADANA
827;C_OZANSOY;660C3FF81C694A6FB37524F401B1C24A;Cansu;Ozansoy;C_OZANSOY@turkcellgy.com;K;1993-01-14;(533) 1259675;(531) 1406968;MUĞLA;KAVAKLIDERE;ÇAYBOYU-YEŞİLYURT MAH.;ÇAYBOYU-YEŞİLYURT MAH.CUMHURİYET CADDESİ SOKAK NO:284 105301 KAVAKLIDERE/MUĞLA
828;I_TASTAN;4148926739854C07967A3F74804203F7;İlknur;Taştan;I_TASTAN@turkcellgy.com;K;1953-12-01;(530) 2017387;(531) 1538361;SİVAS;ŞARKIŞLA;KAYALIYOKUŞ MAH.;KAYALIYOKUŞ MAH.ADİL GÖKHAN SOKAK NO:840 110609 ŞARKIŞLA/SİVAS
829;"A_ATIF ";7ADC0145D5C74E159765DC2BB09975DF;Abdullah;Atıf;A_ATIF @turkcellgy.com;E;1974-11-21;(531) 1594082;(531) 1126282;BALIKESİR;HAVRAN;HAMAMBAŞI MAH.;HAMAMBAŞI MAH.41. SOKAK NO:119 84040 HAVRAN/BALIKESİR
830;K_CAGIRAN;689641AE795A453D8B601524D30B2B52;Keziban;Çağıran;K_CAGIRAN@turkcellgy.com;K;1986-04-26;(534) 2132722;(537) 1643793;MARDİN;NUSAYBİN;YENİTURAN MAH.;YENİTURAN MAH.MİTHAT PAŞA ÇIKMAZI SOKAK NO:31 105046 NUSAYBİN/MARDİN
831;K_KARADUMAN;3F0BCDF9C98247E492D7353233417455;Kardelen;Karaduman;K_KARADUMAN@turkcellgy.com;K;1965-05-14;(536) 1868380;(533) 1120183;İZMİR;GAZİEMİR;SEVGİ MAH.;SEVGİ MAH.652. SOKAK NO:24 96596 GAZİEMİR/İZMİR
832;A_TASLI;5709D638EAE44A1E8B21550BD4AA6880;Aliye;Taşlı;A_TASLI@turkcellgy.com;K;1971-10-09;(531) 1404515;(537) 2084502;YALOVA;ÇINARCIK;ESENKÖY-LİMAN MAH.;ESENKÖY-LİMAN MAH.NİL SOKAK NO:748 117386 ÇINARCIK/YALOVA
833;Z_UNVER;117907C57B9C460088DF186FE6C5FD47;Zeki;Ünver;Z_UNVER@turkcellgy.com;E;1959-11-15;(532) 1967360;(534) 1711201;AMASYA;SULUOVA;BİR EYLÜL MAH.;BİR EYLÜL MAH.İSTİKLAL CADDESİ SOKAK NO:179 80730 SULUOVA/AMASYA
834;"Z_BIRLIK ";48B2195408D24978988BE09766859322;Zafer;Birlik;Z_BIRLIK @turkcellgy.com;E;1991-11-18;(534) 1452594;(536) 1599984;KOCAELİ;KÖRFEZ;KİRAZLIYALI MAH.;KİRAZLIYALI MAH.ŞİRİNYER SOKAK NO:496 100355 KÖRFEZ/KOCAELİ
835;M_COLAK;942A107E320A48DB8BDFC1DC8BF047A0;Melisa;Çolak;M_COLAK@turkcellgy.com;K;1980-05-01;(531) 1482109;(536) 1937706;KOCAELİ;GÖLCÜK;ULAŞLI YALI MAH.;ULAŞLI YAVUZ SULTAN SELİM MAH.HAZERFEN CADDESİ SOKAK NO:721 100223 GÖLCÜK/KOCAELİ
836;"A_KARACA ";61B2476278C148EA9709ECA76A678915;Ayfer;Karaca;A_KARACA @turkcellgy.com;K;1966-10-24;(532) 1356533;(532) 1858791;AYDIN;KUŞADASI;KARAOVA MAH.;KARAOVA MAH.KADIKALESİ SOKAK NO:274 83365 KUŞADASI/AYDIN
837;F_ATAKAN;DD1B1C99B0124E77A014452579574AF2;Fatmanur;Atakan;F_ATAKAN@turkcellgy.com;K;1993-11-29;(531) 1352086;(533) 1334874;ÇORUM;SUNGURLU;ARİFEGAZİLİ-ŞAHLI MAH.;ARİFEGAZİLİ-ŞAHLI MAH.BAYRAK SOKAK NO:491 88410 SUNGURLU/ÇORUM
838;S_GOKTAS;2F3EB94D9F124121B946DFB063427C35;Serhat;Göktaş;S_GOKTAS@turkcellgy.com;E;1962-08-22;(534) 1259237;(534) 2178367;BURSA;OSMANGAZİ;ALEMDAR MAH.;ALEMDAR MAH.YORULMAZ SOKAK NO:221 85986 OSMANGAZİ/BURSA
839;"M_SALTIK ";994223B676034256A8B2B135156B5AF8;Muhammed   talha;Saltık;M_SALTIK @turkcellgy.com;E;1975-01-30;(537) 2230556;(530) 2339370;DİYARBAKIR;BAĞLAR;KÖRHAT MAH.;KÖRHAT MAH.53. SOKAK NO:749 118694 BAĞLAR/DİYARBAKIR
840;"N_BURCAK ";9FCCB06EE292450AB974D9496894A0F5;Nilgün;Burçak;N_BURCAK @turkcellgy.com;K;1981-11-27;(530) 1260490;(535) 1602148;BİNGÖL;KARLIOVA;KANIREŞ MAH.;KANIREŞ MAH.11.MART KÜME EVLERİ SOKAK NO:114 84707 KARLIOVA/BİNGÖL
841;S_AYKAC;6BDFA640A2CC45C5BB0DA7BA452441DE;Sevcan;Aykaç;S_AYKAC@turkcellgy.com;K;1963-08-15;(537) 2126895;(536) 1206544;KAYSERİ;DEVELİ;ZİLE-CAMİKEBİR MAH.;ZİLE-CAMİKEBİR MAH.KENAN AHMET SOKAK NO:468 99206 DEVELİ/KAYSERİ
842;"S_ABAY ";CAF32B8C27BD456B81635BA021DF9ADF;Semra;Abay;S_ABAY @turkcellgy.com;K;1998-06-28;(536) 1786520;(537) 2027581;YOZGAT;ÇAYIRALAN;YENİ MAH.;YENİ MAH.SİNAN CADDESİ SOKAK NO:113 114554 ÇAYIRALAN/YOZGAT
843;N_DULGER;4DCB0CDF5BE146909257AEB2970999C2;Nuri;Dülger;N_DULGER@turkcellgy.com;E;1987-09-02;(535) 2162576;(534) 1400614;KAYSERİ;KOCASİNAN;ERKİLET ÇEVRİL KÖYÜ;ERKİLET TAŞHAN KÖYÜ MAH.TAŞHAN ORMAN KOYÜ SOKAK NO:479 74222 KOCASİNAN/KAYSERİ
844;R_OGUZ;904376352F5046D984E6692BE0C2C4AE;Rıdvan;Oğuz;R_OGUZ@turkcellgy.com;E;1961-09-16;(530) 1642520;(534) 2277316;HATAY;DÖRTYOL;YEŞİL MAH.;YEŞİL MAH.ATATÜRK CADDESİ SOKAK NO:51 94233 DÖRTYOL/HATAY
845;R_ADANIR;072FC5AA4B1846B5BA86265CA16826E9;Remziye;Adanır;R_ADANIR@turkcellgy.com;K;1958-02-22;(534) 1696280;(533) 1906686;İZMİR;ÇİĞLİ;YAKAKENT MAH.;YAKAKENT MAH.8087/5 SOKAK NO:78 96576 ÇİĞLİ/İZMİR
846;D_TECER;34F1833981734BEBBCF4A391D0744349;Derin;Tecer;D_TECER@turkcellgy.com;K;1976-03-09;(534) 2119272;(533) 1344364;DİYARBAKIR;BİSMİL;BOZKURT MAH.;BOZKURT MAH.DİCLE CADDESİ SOKAK NO:537 89303 BİSMİL/DİYARBAKIR
847;O_OZCAN;870D7E4A31CE4FD79453B2E013EC4746;Özlem;Özcan;O_OZCAN@turkcellgy.com;K;1998-11-24;(533) 1536918;(534) 1692882;TOKAT;TOKAT MERKEZ;EMİRSEYİT-GÜNEŞLİ MAH.;EMİRSEYİT-GÜNEŞLİ MAH.GÜNEŞ SOKAK NO:645 111163 TOKAT MERKEZ/TOKAT
848;M_BESIKCI;42410344B3D344FCAE0453C575AFDA3B;Mert;Beşikçi;M_BESIKCI@turkcellgy.com;E;1968-09-04;(533) 1948244;(532) 1791257;YOZGAT;BOĞAZLIYAN;ÇARŞI MAH.;ÇARŞI MAH.BAYIR SOKAK NO:100 114496 BOĞAZLIYAN/YOZGAT
849;O_AYAYDIN;661E5DD256334848966B73F8F4B6ABFD;Özkan;Ayaydın;O_AYAYDIN@turkcellgy.com;E;1957-10-27;(534) 1435134;(532) 1237654;ANKARA;YENİMAHALLE;ÜMİT MAH.;ÜMİT MAH.2539.EVREN SİTESİ KÜME EVLERİ SOKAK NO:406 81309 YENİMAHALLE/ANKARA
850;Y_AKKAS;B08C3BA6C1B744D4A7A291A50801DA11;Yavuz   selim;Akkaş;Y_AKKAS@turkcellgy.com;E;1974-08-26;(530) 1126653;(531) 1602972;TEKİRDAĞ;MURATLI;MURADİYE MAH.;MURADİYE MAH.ÇAĞLA SOKAK NO:127 111029 MURATLI/TEKİRDAĞ
851;H_SANLI;8D10585BA016477A942FF424A51995F1;Hamide;Şanlı;H_SANLI@turkcellgy.com;K;1959-06-02;(533) 1709723;(530) 1981890;DİYARBAKIR;ÇERMİK;TEPE MAH.;TEPE MAH.MERDİVENLİ SOKAK NO:54 89363 ÇERMİK/DİYARBAKIR
852;"P_KIRAC ";4F2240165E1F4093AB73ED5D7D161EA6;Polat;Kıraç;P_KIRAC @turkcellgy.com;E;1956-10-23;(535) 2080749;(531) 1705428;AYDIN;NAZİLLİ;TURAN MAH.;TURAN MAH.354. SOKAK NO:484 83407 NAZİLLİ/AYDIN
853;Z_TEVFIK;1189CD78A6284458AEF0F3ACD8FF8E36;Zümra;Tevfik;Z_TEVFIK@turkcellgy.com;K;1988-03-17;(535) 1328872;(533) 1922437;MUĞLA;ORTACA;DİKMEKAVAK MAH.;DİKMEKAVAK MAH.858. SOKAK NO:197 105456 ORTACA/MUĞLA
854;M_ALTINOK;17D84B60719F44A4A7C9A420FBB85A05;Meral;Altınok;M_ALTINOK@turkcellgy.com;K;1951-02-13;(535) 1828324;(534) 1519180;HATAY;İSKENDERUN;MADENLİ-CUMHURİYET MAH.;MADENLİ-CUMHURİYET MAH.HALİL ÇIPLAK CADDESİ SOKAK NO:453 122244 İSKENDERUN/HATAY
855;M_SOYKAN;F5D573B5DB934A48B15BF777DA4F8EEC;Mesut;Soykan;M_SOYKAN@turkcellgy.com;E;1984-12-25;(532) 1517474;(535) 1635615;İSTANBUL;BÜYÜKÇEKMECE;BAHÇELİEVLER MAH.;BAHÇELİEVLER MAH.İSİMSİZ_479 SOKAK NO:320 96335 BÜYÜKÇEKMECE/İSTANBUL
856;F_KOYBASI;7A69DBF2E19D472EB04A38892CCFD85F;Fikriye;Köybaşı;F_KOYBASI@turkcellgy.com;K;1967-02-16;(533) 1740906;(532) 2127101;KAHRAMANMARAŞ;ANDIRIN;TORUN KÖYÜ;TORUN KÖYÜ MAH.MURATLI MEZRASI SOKAK NO:61 104259 ANDIRIN/KAHRAMANMARAŞ
857;B_CUBUKCU;B1109B6934584AEF9E4BD32B05FB776A;Berna;Çubukçu;B_CUBUKCU@turkcellgy.com;K;1957-11-20;(532) 1676279;(534) 1868220;İSTANBUL;BEYOĞLU;KEÇECİ PİRİ MAH.;KEÇECİ PİRİ MAH.BAHÇELER İÇİ SOKAK NO:3 95783 BEYOĞLU/İSTANBUL
858;D_SIPAHIOGLU;3F86967D5DFF486C923706063552DE28;Derya;Sipahioğlu;D_SIPAHIOGLU@turkcellgy.com;K;1958-03-06;(531) 1865665;(537) 1741461;DÜZCE;DÜZCE MERKEZ;DÜVERDÜZÜ KÖYÜ;DÜVERDÜZÜ KÖYÜ MAH.KARAÖMER MEVKİ SOKAK NO:323 77218 DÜZCE MERKEZ/DÜZCE
859;E_BOLATLI;D82DC81A19774955BF0537E06977B644;Efe;Bolatlı;E_BOLATLI@turkcellgy.com;E;1995-06-19;(537) 1145840;(537) 1782975;ESKİŞEHİR;TEPEBAŞI;FEVZİÇAKMAK MAH.;FEVZİÇAKMAK MAH.ETİLER SOKAK NO:378 119196 TEPEBAŞI/ESKİŞEHİR
860;H_SOLAK;804F22FD3C0C4F509E0AAB91C8D37DE8;Harun;Solak;H_SOLAK@turkcellgy.com;E;1992-08-03;(534) 1165072;(536) 2316712;KÜTAHYA;KÜTAHYA MERKEZ;YONCALI KÖYÜ;YONCALI KÖYÜ MAH.KÜKÜRT SOKAK NO:161 101748 KÜTAHYA MERKEZ/KÜTAHYA
861;"F_TASKIN ";BB6E1BFB7ABF46CA8D1CA6DE6B1B324D;Faruk;Taşkın;F_TASKIN @turkcellgy.com;E;1987-09-03;(536) 1111830;(531) 1236892;BALIKESİR;İVRİNDİ;BÜYÜKYENİCE-YUKARI MAH.;BÜYÜKYENİCE-YUKARI MAH.İSTİKLAL CADDESİ SOKAK NO:737 77247 İVRİNDİ/BALIKESİR
862;S_OZBERK;113A66FECB0546C88F462B7C4EA82177;Suat;Özberk;S_OZBERK@turkcellgy.com;E;1986-05-27;(536) 2133276;(535) 1758836;ADANA;SEYHAN;YENİBARAJ MAH.;YENİBARAJ MAH.68077. SOKAK NO:578 78121 SEYHAN/ADANA
863;B_TURKER;3CECF95EB77A4A74B327DF19635E8953;Belinay;Türker;B_TURKER@turkcellgy.com;K;1970-12-27;(532) 2180380;(535) 1770625;MUĞLA;MİLAS;HİSARBAŞI-HOCA BEDRETTİN MAH.;HİSARBAŞI-HOCA BEDRETTİN MAH.TABAKHANE CADDESİ SOKAK NO:85 105379 MİLAS/MUĞLA
864;M_PACACI;6D031603965D492BA672F8ED6F28C27E;Mete;Paçacı;M_PACACI@turkcellgy.com;E;1994-09-14;(535) 1763754;(534) 1761223;SİVAS;SİVAS MERKEZ;SELÇUKLU MAH.;SELÇUKLU MAH.66-BALCI SOKAK NO:868 109923 SİVAS MERKEZ/SİVAS
865;"S_UYGUR ";E68AAB2A8EFC42C7AA61924B400A6D79;Selçuk;Uygur;S_UYGUR @turkcellgy.com;E;1973-08-09;(534) 1516895;(535) 1159668;İSTANBUL;ÜMRANİYE;KAZIM KARABEKİR MAH.;KAZIM KARABEKİR MAH.ENİS SOKAK NO:161 96237 ÜMRANİYE/İSTANBUL
866;I_BESOK;6CC56F3FE8B648F581CB28A3B14A6525;İrem;Beşok;I_BESOK@turkcellgy.com;K;1956-12-23;(532) 1468614;(535) 2237521;KAHRAMANMARAŞ;KAHRAMANMARAŞ MERKEZ;HACIEYÜPLÜ KÖYÜ;HACI BAYRAM VELİ MAH.31036. SOKAK NO:482 103978 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ
867;"I_KAVAS ";99AEAF3CC582418BA50E794D84207A57;İrfan;Kavas;I_KAVAS @turkcellgy.com;E;1986-08-03;(533) 2283180;(531) 1342758;BURSA;OSMANGAZİ;GEÇİT MAH.;GEÇİT MAH.4.AK SOKAK NO:752 86013 OSMANGAZİ/BURSA
868;Y_GOKHAN;A735FA6814A945159450083DAD7ABFBD;Yusuf;Gökhan;Y_GOKHAN@turkcellgy.com;E;1975-10-09;(535) 1164960;(537) 1800438;SİNOP;BOYABAT;ESENTEPE MAH.;ESENTEPE MAH.GÖKIRMAK CADDESİ SOKAK NO:460 109525 BOYABAT/SİNOP
869;Z_TOPSAKAL;A400FD31E11949848D9124BA558AB70D;Zeki;Topsakal;Z_TOPSAKAL@turkcellgy.com;E;1989-11-03;(537) 2069451;(533) 1651390;İSTANBUL;FATİH;DEMİRTAŞ MAH.;DEMİRTAŞ MAH.UZUNÇARŞI CADDESİ SOKAK NO:170 95869 FATİH/İSTANBUL
870;S_DILLIGIL;DDCCAE8CBAC149F299E7E03645E8A8F8;Safiye;Dilligil;S_DILLIGIL@turkcellgy.com;K;1962-07-05;(534) 2224218;(537) 1759619;ISPARTA;ISPARTA MERKEZ;BÜYÜKGÖKÇELİ-OKUL MAH.;BÜYÜKGÖKÇELİ-OKUL MAH.175. SOKAK NO:764 94606 ISPARTA MERKEZ/ISPARTA
871;"D_DAVULCU ";DDFC826AA9374E2CBE8B0A32A241ABB6;Dursun;Davulcu;D_DAVULCU @turkcellgy.com;E;1985-06-26;(534) 2016160;(533) 2065144;IĞDIR;IĞDIR MERKEZ;HOŞHABER-YENİ MAH.;HOŞHABER-YENİ MAH.AĞRI DAĞI SOKAK NO:189 117216 IĞDIR MERKEZ/IĞDIR
